2024-09-10 10:21:58,896 INFO    StreamThr :563397 [internal.py:wandb_internal():85] W&B internal server running at pid: 563397, started at: 2024-09-10 10:21:58.895605
2024-09-10 10:21:58,896 DEBUG   HandlerThread:563397 [handler.py:handle_request():158] handle_request: status
2024-09-10 10:21:58,897 INFO    WriterThread:563397 [datastore.py:open_for_write():87] open: /home/hepe00001/Desktop/neuro_explicit/generative_diffusion/DeepLayout/layout_transformer/wandb/run-20240910_102158-jvflas9n/run-jvflas9n.wandb
2024-09-10 10:21:58,898 DEBUG   SenderThread:563397 [sender.py:send():391] send: header
2024-09-10 10:21:58,899 DEBUG   SenderThread:563397 [sender.py:send():391] send: run
2024-09-10 10:22:00,198 INFO    SenderThread:563397 [dir_watcher.py:__init__():211] watching files in: /home/hepe00001/Desktop/neuro_explicit/generative_diffusion/DeepLayout/layout_transformer/wandb/run-20240910_102158-jvflas9n/files
2024-09-10 10:22:00,198 INFO    SenderThread:563397 [sender.py:_start_run_threads():1200] run started: jvflas9n with start time 1725956518.895519
2024-09-10 10:22:00,206 DEBUG   HandlerThread:563397 [handler.py:handle_request():158] handle_request: run_start
2024-09-10 10:22:00,215 DEBUG   HandlerThread:563397 [system_info.py:__init__():26] System info init
2024-09-10 10:22:00,215 DEBUG   HandlerThread:563397 [system_info.py:__init__():41] System info init done
2024-09-10 10:22:00,215 INFO    HandlerThread:563397 [system_monitor.py:start():194] Starting system monitor
2024-09-10 10:22:00,215 INFO    SystemMonitor:563397 [system_monitor.py:_start():158] Starting system asset monitoring threads
2024-09-10 10:22:00,215 INFO    HandlerThread:563397 [system_monitor.py:probe():214] Collecting system info
2024-09-10 10:22:00,215 INFO    SystemMonitor:563397 [interfaces.py:start():188] Started cpu monitoring
2024-09-10 10:22:00,216 INFO    SystemMonitor:563397 [interfaces.py:start():188] Started disk monitoring
2024-09-10 10:22:00,216 INFO    SystemMonitor:563397 [interfaces.py:start():188] Started gpu monitoring
2024-09-10 10:22:00,217 INFO    SystemMonitor:563397 [interfaces.py:start():188] Started memory monitoring
2024-09-10 10:22:00,217 INFO    SystemMonitor:563397 [interfaces.py:start():188] Started network monitoring
